#,NEGERI,PPD,KOD SEKOLAH,NAMA SEKOLAH,NO TELEFON,STATUS,PILIHANSEKOLAH,PERINGKAT,JENISSEKOLAH,GRED,LOKASI,JENISBANTUAN,SESI,ASRAMA,KUARTERS,PARLIMEN,DUN,MURID,GURU,AKP
,JOHOR,PPD BATU PAHAT,JBA0001,SEKOLAH KEBANGSAAN LUBOK,74164398,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PARIT SULONG,SEMERAH,110,20,5
,JOHOR,PPD BATU PAHAT,JBA0002,SEKOLAH KEBANGSAAN SERI MAAMOR,74164916,Beroperasi,Sekolah KPM,Rendah,SK,C,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PARIT SULONG,SEMERAH,138,16,3
,JOHOR,PPD BATU PAHAT,JBA0003,SEKOLAH KEBANGSAAN SERI PENGKALAN,74164584,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PARIT SULONG,SEMERAH,97,15,3
,JOHOR,PPD BATU PAHAT,JBA0004,SEKOLAH KEBANGSAAN SERI UTAMA,74163858,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PARIT SULONG,SEMERAH,358,32,6
,JOHOR,PPD BATU PAHAT,JBA0005,SEKOLAH KEBANGSAAN BAGAN,74139916,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,PARIT SULONG,SEMERAH,160,18,3
,JOHOR,PPD BATU PAHAT,JBA0006,SEKOLAH KEBANGSAAN SERI SEKAWAN DESA,74130495,Beroperasi,Sekolah KPM,Rendah,SK,C,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PARIT SULONG,SEMERAH,127,16,3
,JOHOR,PPD BATU PAHAT,JBA0007,SEKOLAH KEBANGSAAN GAMBUT,74164941,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PARIT SULONG,SEMERAH,95,13,3
,JOHOR,PPD BATU PAHAT,JBA0008,SEKOLAH KEBANGSAAN SG KAJANG,74139861,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PARIT SULONG,SEMERAH,269,24,4
,JOHOR,PPD BATU PAHAT,JBA0009,SEKOLAH KEBANGSAAN PESERAI,74138159,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PARIT SULONG,SEMERAH,728,53,10
,JOHOR,PPD BATU PAHAT,JBA0010,SEKOLAH KEBANGSAAN SERI CHANTEK,74185818,Beroperasi,Sekolah KPM,Rendah,SK,B,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PARIT SULONG,SRI MEDAN,257,23,3
,JOHOR,PPD BATU PAHAT,JBA0011,SEKOLAH KEBANGSAAN SERI MAIMON,74185277,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PARIT SULONG,SRI MEDAN,389,31,5
,JOHOR,PPD BATU PAHAT,JBA0012,SEKOLAH KEBANGSAAN SERI LAKSANA,74101610,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PARIT SULONG,SEMERAH,533,45,8
,JOHOR,PPD BATU PAHAT,JBA0013,SEKOLAH KEBANGSAAN KAMPUNG JAWA,74188568,Beroperasi,Sekolah KPM,Rendah,SK,C,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PARIT SULONG,SRI MEDAN,115,14,3
,JOHOR,PPD BATU PAHAT,JBA0014,SEKOLAH KEBANGSAAN SERI PDG SARI,74131255,Beroperasi,Sekolah KPM,Rendah,SK,C,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PARIT SULONG,SEMERAH,105,13,3
,JOHOR,PPD BATU PAHAT,JBA0016,SEKOLAH KEBANGSAAN SERI COMEL,74185678,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PARIT SULONG,SRI MEDAN,163,18,3
,JOHOR,PPD BATU PAHAT,JBA0017,SEKOLAH KEBANGSAAN SERI TANJONG,74152446,Beroperasi,Sekolah KPM,Rendah,SK,C,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,SRI GADING,PARIT YAANI,134,13,4
,JOHOR,PPD BATU PAHAT,JBA0018,SEKOLAH KEBANGSAAN SERI JASA SEPAKAT,74164976,Beroperasi,Sekolah KPM,Rendah,SK,C,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PARIT SULONG,SEMERAH,98,13,3
,JOHOR,PPD BATU PAHAT,JBA0019,SEKOLAH KEBANGSAAN PENGHULU SALLEH,74130300,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PARIT SULONG,SEMERAH,425,38,8
,JOHOR,PPD BATU PAHAT,JBA0020,SEKOLAH KEBANGSAAN SERI SEPARAP,74102571,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PARIT SULONG,SEMERAH,271,27,4
,JOHOR,PPD BATU PAHAT,JBA0021,SEKOLAH KEBANGSAAN PARIT JU,74185410,Beroperasi,Sekolah KPM,Rendah,SK,C,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PARIT SULONG,SRI MEDAN,91,13,3
,JOHOR,PPD BATU PAHAT,JBA0022,SEKOLAH KEBANGSAAN BANDAR,74323227,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,PARIT SULONG,SEMERAH,559,46,10
,JOHOR,PPD BATU PAHAT,JBA0024,SEKOLAH KEBANGSAAN TEMENGGONG IBRAHIM PENGGARAM,74323500,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,PENGGARAM,541,49,7
,JOHOR,PPD BATU PAHAT,JBA0026,SEKOLAH KEBANGSAAN BUKIT SOGA,74341085,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,SRI GADING,PARIT YAANI,632,52,10
,JOHOR,PPD BATU PAHAT,JBA0027,SEKOLAH KEBANGSAAN SERI BEROLEH,74321604,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,SRI GADING,PARIT YAANI,762,51,6
,JOHOR,PPD BATU PAHAT,JBA0028,SEKOLAH KEBANGSAAN SERI GADING,74559948,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,SRI GADING,PARIT RAJA,587,44,6
,JOHOR,PPD BATU PAHAT,JBA0029,SEKOLAH KEBANGSAAN PARIT LAPIS,74327185,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,PENGGARAM,305,31,5
,JOHOR,PPD BATU PAHAT,JBA0031,SEKOLAH KEBANGSAAN PARIT BILAL,74321529,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,BATU PAHAT,PENGGARAM,703,51,7
,JOHOR,PPD BATU PAHAT,JBA0032,SEKOLAH KEBANGSAAN SERI TELOK,74846617,Beroperasi,Sekolah KPM,Rendah,SK,B,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,SRI GADING,PARIT YAANI,511,42,6
,JOHOR,PPD BATU PAHAT,JBA0033,SEKOLAH KEBANGSAAN TENAGA SEPAKAT,74846808,Beroperasi,Sekolah KPM,Rendah,SK,B,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,SRI GADING,PARIT YAANI,137,18,4
,JOHOR,PPD BATU PAHAT,JBA0034,SEKOLAH KEBANGSAAN SERI BENGKAL,74556348,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,SRI GADING,PARIT YAANI,107,15,2
,JOHOR,PPD BATU PAHAT,JBA0035,SEKOLAH KEBANGSAAN BINDU,74152045,Beroperasi,Sekolah KPM,Rendah,SK,C,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,SRI GADING,PARIT YAANI,154,15,3
,JOHOR,PPD BATU PAHAT,JBA0036,SEKOLAH KEBANGSAAN BUKIT RAHMAT,74153424,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi dan Petang,Tiada Asrama,Tiada,SRI GADING,PARIT YAANI,565,47,6
,JOHOR,PPD BATU PAHAT,JBA0037,SEKOLAH KEBANGSAAN SERI BINJAI,74154017,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi dan Petang,Tiada Asrama,Tiada,SRI GADING,PARIT YAANI,816,54,5
,JOHOR,PPD BATU PAHAT,JBA0038,SEKOLAH KEBANGSAAN TG SEMBERONG,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,SRI GADING,PARIT RAJA,30,9,2
,JOHOR,PPD BATU PAHAT,JBA0039,SEKOLAH KEBANGSAAN SERI MENDAPAT,74545087,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,AYER HITAM,SEMARANG,98,15,3
,JOHOR,PPD BATU PAHAT,JBA0040,SEKOLAH KEBANGSAAN SERI NASIB BAIK,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,SRI GADING,PARIT YAANI,14,8,2
,JOHOR,PPD BATU PAHAT,JBA0041,SEKOLAH KEBANGSAAN SERI MANGGIS,197703298,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,AYER HITAM,SEMARANG,91,13,3
,JOHOR,PPD BATU PAHAT,JBA0042,SEKOLAH KEBANGSAAN SERI IDAMAN,74847872,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,SRI GADING,PARIT YAANI,115,14,3
,JOHOR,PPD BATU PAHAT,JBA0043,SEKOLAH KEBANGSAAN SERI BUNUT,74531913,Beroperasi,Sekolah KPM,Rendah,SK,C,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,AYER HITAM,SEMARANG,108,13,3
,JOHOR,PPD BATU PAHAT,JBA0044,SEKOLAH KEBANGSAAN PINTAS PUDING,74544550,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,SRI GADING,PARIT RAJA,718,49,5
,JOHOR,PPD BATU PAHAT,JBA0045,SEKOLAH KEBANGSAAN PINTAS RAYA,74557435,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,SRI GADING,PARIT RAJA,601,52,11
,JOHOR,PPD BATU PAHAT,JBA0046,SEKOLAH KEBANGSAAN SERI SABAK UNI,74543340,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,AYER HITAM,SEMARANG,557,40,4
,JOHOR,PPD BATU PAHAT,JBA0047,SEKOLAH KEBANGSAAN SETIA JAYA,74545405,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,AYER HITAM,SEMARANG,177,17,3
,JOHOR,PPD BATU PAHAT,JBA0048,SEKOLAH KEBANGSAAN SERI AMAN,74559504,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,SRI GADING,PARIT RAJA,271,23,3
,JOHOR,PPD BATU PAHAT,JBA0049,SEKOLAH KEBANGSAAN JELOTONG,74545033,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,SRI GADING,PARIT RAJA,440,29,4
,JOHOR,PPD BATU PAHAT,JBA0050,SEKOLAH KEBANGSAAN SERI KEMAJUAN,74276312,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,AYER HITAM,SEMARANG,196,18,3
,JOHOR,PPD BATU PAHAT,JBA0051,SEKOLAH KEBANGSAAN PARIT BINGAN,74545337,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,AYER HITAM,SEMARANG,186,18,3
,JOHOR,PPD BATU PAHAT,JBA0052,SEKOLAH KEBANGSAAN SERI PANDAN,74556586,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,SRI GADING,PARIT RAJA,160,17,3
,JOHOR,PPD BATU PAHAT,JBA0053,SEKOLAH KEBANGSAAN SERI PULEH,74276864,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,SRI GADING,PARIT RAJA,376,33,6
,JOHOR,PPD BATU PAHAT,JBA0054,SEKOLAH KEBANGSAAN MINYAK BEKU,74287805,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,SENGGARANG,120,15,3
,JOHOR,PPD BATU PAHAT,JBA0055,SEKOLAH KEBANGSAAN SG SULOH,74287441,Beroperasi,Sekolah KPM,Rendah,SK,B,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,SENGGARANG,174,17,3
,JOHOR,PPD BATU PAHAT,JBA0056,SEKOLAH KEBANGSAAN SERI BANANG,74288003,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,SENGGARANG,123,15,3
,JOHOR,PPD BATU PAHAT,JBA0057,SEKOLAH KEBANGSAAN SERI MOLEK,74292780,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,SENGGARANG,164,18,3
,JOHOR,PPD BATU PAHAT,JBA0058,SEKOLAH KEBANGSAAN KORIS,74289424,Beroperasi,Sekolah KPM,Rendah,SK,B,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,BATU PAHAT,SENGGARANG,203,19,3
,JOHOR,PPD BATU PAHAT,JBA0059,SEKOLAH KEBANGSAAN SENGGARANG,74291357,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,BATU PAHAT,SENGGARANG,627,53,11
,JOHOR,PPD BATU PAHAT,JBA0060,SEKOLAH KEBANGSAAN KG BAHRU,74291020,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,SENGGARANG,211,20,3
,JOHOR,PPD BATU PAHAT,JBA0061,SEKOLAH KEBANGSAAN PARIT KEMANG,74294533,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,SENGGARANG,354,30,4
,JOHOR,PPD BATU PAHAT,JBA0062,SEKOLAH KEBANGSAAN SERI REJO SARI,74276526,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,RENGIT,328,26,3
,JOHOR,PPD BATU PAHAT,JBA0063,SEKOLAH KEBANGSAAN PARIT KADIR,137524700,Beroperasi,Sekolah KPM,Rendah,SK,C,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,SENGGARANG,157,15,3
,JOHOR,PPD BATU PAHAT,JBA0064,SEKOLAH KEBANGSAAN SERI TIMBUL,74277904,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,SRI GADING,PARIT RAJA,201,20,4
,JOHOR,PPD BATU PAHAT,JBA0065,SEKOLAH KEBANGSAAN SUNGAI TONGKANG,74244355,Beroperasi,Sekolah KPM,Rendah,SK,C,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,BATU PAHAT,RENGIT,141,16,2
,JOHOR,PPD BATU PAHAT,JBA0066,SEKOLAH KEBANGSAAN SERI SAMPURNA,74294096,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,BATU PAHAT,RENGIT,158,19,3
,JOHOR,PPD BATU PAHAT,JBA0067,SEKOLAH KEBANGSAAN SERI PERPAT,74294482,Beroperasi,Sekolah KPM,Rendah,SK,C,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,RENGIT,114,14,3
,JOHOR,PPD BATU PAHAT,JBA0068,SEKOLAH KEBANGSAAN SERI LADANG,74244348,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,RENGIT,163,18,3
,JOHOR,PPD BATU PAHAT,JBA0069,SEKOLAH KEBANGSAAN RENGIT,74243031,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,BATU PAHAT,RENGIT,288,32,6
,JOHOR,PPD BATU PAHAT,JBA0070,SEKOLAH KEBANGSAAN SERI MERLONG,74259616,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,RENGIT,345,31,6
,JOHOR,PPD BATU PAHAT,JBA0071,SEKOLAH KEBANGSAAN MUTIARA,74702320,Beroperasi,Sekolah KPM,Rendah,SK,C,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,RENGIT,122,14,3
,JOHOR,PPD BATU PAHAT,JBA0072,SEKOLAH KEBANGSAAN SRI BELAHAN,74259880,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,RENGIT,167,17,2
,JOHOR,PPD BATU PAHAT,JBA0073,SEKOLAH KEBANGSAAN PARIT SULONG,74186814,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,PARIT SULONG,SRI MEDAN,452,41,7
,JOHOR,PPD BATU PAHAT,JBA0074,SEKOLAH KEBANGSAAN SERI MEDAN,74850131,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PARIT SULONG,SRI MEDAN,438,39,8
,JOHOR,PPD BATU PAHAT,JBA0075,SEKOLAH KEBANGSAAN SERI PASIR,74850911,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PARIT SULONG,SRI MEDAN,303,27,3
,JOHOR,PPD BATU PAHAT,JBA0076,SEKOLAH KEBANGSAAN TENAGA SETIA,74858005,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PARIT SULONG,SRI MEDAN,265,26,4
,JOHOR,PPD BATU PAHAT,JBA0077,SEKOLAH KEBANGSAAN SERI DAYONG,74859549,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PARIT SULONG,SRI MEDAN,198,18,3
,JOHOR,PPD BATU PAHAT,JBA0078,SEKOLAH KEBANGSAAN SERI TIGA SERANGKAI,74185299,Beroperasi,Sekolah KPM,Rendah,SK,B,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PARIT SULONG,SRI MEDAN,258,23,3
,JOHOR,PPD BATU PAHAT,JBA0079,SEKOLAH KEBANGSAAN SERI SEJATI,74858068,Beroperasi,Sekolah KPM,Rendah,SK,C,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PARIT SULONG,SRI MEDAN,145,16,2
,JOHOR,PPD BATU PAHAT,JBA0080,SEKOLAH KEBANGSAAN SERI PEMATANG RENGAS,74859016,Beroperasi,Sekolah KPM,Rendah,SK,C,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PARIT SULONG,SRI MEDAN,139,17,3
,JOHOR,PPD BATU PAHAT,JBA0081,SEKOLAH KEBANGSAAN AIR HITAM,77582300,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,AYER HITAM,SEMARANG,574,46,8
,JOHOR,PPD BATU PAHAT,JBA0082,SEKOLAH KEBANGSAAN SERI YONG PENG,74675002,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,AYER HITAM,YONG PENG,174,16,3
,JOHOR,PPD BATU PAHAT,JBA0083,SEKOLAH KEBANGSAAN BUKIT KUARI,74531392,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,AYER HITAM,SEMARANG,180,18,3
,JOHOR,PPD BATU PAHAT,JBA0084,SEKOLAH KEBANGSAAN SERI TENGAH,74847864,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,AYER HITAM,SEMARANG,111,15,3
,JOHOR,PPD BATU PAHAT,JBA0085,SEKOLAH KEBANGSAAN SERI BANDAN,74531713,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,AYER HITAM,SEMARANG,208,22,5
,JOHOR,PPD BATU PAHAT,JBA0086,SEKOLAH KEBANGSAAN KOTA DALAM,77582960,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,AYER HITAM,SEMARANG,371,27,4
,JOHOR,PPD BATU PAHAT,JBA0087,SEKOLAH KEBANGSAAN SERI PASIR PUTEH,74678442,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,AYER HITAM,SEMARANG,65,12,3
,JOHOR,PPD BATU PAHAT,JBA0088,SEKOLAH KEBANGSAAN SERI PAYA,74542549,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,AYER HITAM,SEMARANG,196,20,5
,JOHOR,PPD BATU PAHAT,JBA0089,SEKOLAH KEBANGSAAN LADANG YONG PENG,74811910,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,AYER HITAM,YONG PENG,112,16,3
,JOHOR,PPD BATU PAHAT,JBA0090,SEKOLAH KEBANGSAAN SEPAKAT JAYA,74681048,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,AYER HITAM,YONG PENG,113,14,3
,JOHOR,PPD BATU PAHAT,JBA0091,SEKOLAH KEBANGSAAN SERI BERTAM,74671448,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,AYER HITAM,YONG PENG,289,31,8
,JOHOR,PPD BATU PAHAT,JBA0092,SEKOLAH KEBANGSAAN SERI BULAN,77582100,Beroperasi,Sekolah KPM,Rendah,SK,C,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,AYER HITAM,SEMARANG,149,17,3
,JOHOR,PPD BATU PAHAT,JBA0093,SEKOLAH KEBANGSAAN PENDIDIKAN KHAS BATU PAHAT,74341139,Beroperasi,Sekolah KPM,Rendah,SK (Pendidikan Khas),C,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,PENGGARAM,64,30,11
,JOHOR,PPD BATU PAHAT,JBA0094,SEKOLAH KEBANGSAAN SERI MULIA,74259848,Beroperasi,Sekolah KPM,Rendah,SK,C,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,RENGIT,142,17,3
,JOHOR,PPD BATU PAHAT,JBA0095,SEKOLAH KEBANGSAAN SEJAGONG,74859697,Beroperasi,Sekolah KPM,Rendah,SK,B,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PARIT SULONG,SRI MEDAN,154,17,4
,JOHOR,PPD BATU PAHAT,JBA0096,SEKOLAH KEBANGSAAN AIR PUTIH,74188671,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PARIT SULONG,SRI MEDAN,75,12,3
,JOHOR,PPD BATU PAHAT,JBA0097,SEKOLAH KEBANGSAAN SETIA BUDI,74258467,Beroperasi,Sekolah KPM,Rendah,SK,C,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,RENGIT,107,16,2
,JOHOR,PPD BATU PAHAT,JBA0098,SEKOLAH KEBANGSAAN TAMAN SERI KOTA,74672997,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,AYER HITAM,YONG PENG,382,30,4
,JOHOR,PPD BATU PAHAT,JBA0099,SEKOLAH KEBANGSAAN BANANG JAYA,74285864,Beroperasi,Sekolah KPM,Rendah,SK,B,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,BATU PAHAT,SENGGARANG,555,46,6
