#,NEGERI,PPD,KOD SEKOLAH,NAMA SEKOLAH,NO TELEFON,STATUS,PILIHANSEKOLAH,PERINGKAT,JENISSEKOLAH,GRED,LOKASI,JENISBANTUAN,SESI,ASRAMA,KUARTERS,PARLIMEN,DUN,MURID,GURU,AKP
,SABAH,PPD TUARAN,XBA4424,SEKOLAH KEBANGSAAN TOMIS,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,TUARAN,KIULU,39,11,1
,SABAH,PPD TUARAN,XBA4425,SEKOLAH KEBANGSAAN TOPOKON,88794849,Beroperasi,Sekolah KPM,Rendah,SK,B,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,TUARAN,TAMPARULI,155,17,3
,SABAH,PPD TUARAN,XBA4426,SEKOLAH KEBANGSAAN WANGKOD,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,TUARAN,TAMPARULI,81,14,3
,SABAH,PPD TUARAN,XBA4427,SEKOLAH KEBANGSAAN GUAKON BARU,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,TUARAN,TAMPARULI,42,14,3
,SABAH,PPD TUARAN,XBA4428,SEKOLAH KEBANGSAAN LINGGA BARU,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,TUARAN,TAMPARULI,59,14,2
,SABAH,PPD TUARAN,XBA4429,SEKOLAH KEBANGSAAN KAPA,88782120,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,TUARAN,TAMPARULI,85,17,3
,SABAH,PPD TUARAN,XBA4431,SEKOLAH KEBANGSAAN TINAMBAK,88794830,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,TUARAN,TAMPARULI,104,14,3
,SABAH,PPD TUARAN,XBA4432,SEKOLAH KEBANGSAAN KOPORINGAN,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,TUARAN,TAMPARULI,56,13,1
,SABAH,PPD TUARAN,XCA4301,SEKOLAH AGAMA SURIA,88785525,Beroperasi,Sekolah KPM,Rendah,SR Agama (SABK),B,Luar Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Tiada,TUARAN,SULAMAN,215,27,3
,SABAH,PPD TUARAN,XCA4351,SEKOLAH KEBANGSAAN LOK YUK TELIPOK,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,B,Luar Bandar,Sekolah Bantuan Kerajaan,Pagi dan Petang,Tiada Asrama,Tiada,TUARAN,SULAMAN,650,37,7
,SABAH,PPD TUARAN,XCA4352,SEKOLAH KEBANGSAAN ST JOHN,88788753,Beroperasi,Sekolah KPM,Rendah,SK,B,Luar Bandar,Sekolah Bantuan Kerajaan,Pagi dan Petang,Tiada Asrama,Tiada,TUARAN,SULAMAN,641,39,2
,SABAH,PPD TUARAN,XCA4369,SEKOLAH KEBANGSAAN TOMBONGON,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,TUARAN,KIULU,108,15,2
,SABAH,PPD TUARAN,XCA4401,SEKOLAH KEBANGSAAN ST JAMES TENGHILAN TAMPARULI,88981533,Beroperasi,Sekolah KPM,Rendah,SK,B,Luar Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,TUARAN,TAMPARULI,179,16,2
,SABAH,PPD TUARAN,XCC4309,SEKOLAH JENIS KEBANGSAAN (CINA) CHEN SIN,TIADA,Beroperasi,Sekolah KPM,Rendah,SJK(C),B,Luar Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,TUARAN,SULAMAN,588,33,3
,SABAH,PPD TUARAN,XCC4323,SEKOLAH JENIS KEBANGSAAN (CINA) KOK WAH TALIBONG,88782928,Beroperasi,Sekolah KPM,Rendah,SJK(C),B,Luar Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,TUARAN,KIULU,189,13,3
,SABAH,PPD TUARAN,XCC4403,SEKOLAH JENIS KEBANGSAAN (CINA) ST PHILLIP,88782081,Beroperasi,Sekolah KPM,Rendah,SJK(C),B,Luar Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,TUARAN,TAMPARULI,198,18,2
,SABAH,PPD TUARAN,XCC4404,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA TAMPARULI,88782026,Beroperasi,Sekolah KPM,Rendah,SJK(C),B,Luar Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,TUARAN,TAMPARULI,339,23,1
,SABAH,PPD TUARAN,XCC4412,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA TENGHILAN,88981319,Beroperasi,Sekolah KPM,Rendah,SJK(C),B,Luar Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,TUARAN,TAMPARULI,192,15,4
,SABAH,PPD TUARAN,XEA4301,SEKOLAH MENENGAH KEBANGSAAN PEKAN TELIPOK,88412838,Beroperasi,Sekolah KPM,Menengah,SMK,A,Luar Bandar,Sekolah Kerajaan,Pagi dan Petang,Tiada Asrama,Ada,SEPANGGAR,KARAMBUNAI,"2,048",112,15
,SABAH,PPD TUARAN,XEA4302,SEKOLAH MENENGAH KEBANGSAAN SRI NANGKA,88793779,Beroperasi,Sekolah KPM,Menengah,SMK,A,Luar Bandar,Sekolah Kerajaan,Pagi dan Petang,Tiada Asrama,Tiada,TUARAN,SULAMAN,"1,555",94,11
,SABAH,PPD TUARAN,XEA4303,SEKOLAH MENENGAH KEBANGSAAN TAMAN RIA,88489860,Beroperasi,Sekolah KPM,Menengah,SMK,A,Luar Bandar,Sekolah Kerajaan,Pagi dan Petang,Tiada Asrama,Tiada,TUARAN,SULAMAN,"1,507",83,10
,SABAH,PPD TUARAN,XEA4401,SEKOLAH MENENGAH KEBANGSAAN TENGHILAN,88981197,Beroperasi,Sekolah KPM,Menengah,SMK,A,Luar Bandar,Sekolah Kerajaan,Pagi dan Petang,Asrama Sekolah Harian,Ada,TUARAN,TAMPARULI,"1,008",89,12
,SABAH,PPD TUARAN,XEA4402,SEKOLAH MENENGAH KEBANGSAAN SUNGAI DAMIT,88782534,Beroperasi,Sekolah KPM,Menengah,SMK,B,Luar Bandar,Sekolah Kerajaan,Pagi dan Petang,Tiada Asrama,Ada,TUARAN,TAMPARULI,611,46,5
,SABAH,PPD TUARAN,XEE4322,SEKOLAH MENENGAH KEBANGSAAN TUN FUAD STEPHENS,88782835,Beroperasi,Sekolah KPM,Menengah,SMK,A,Luar Bandar,Sekolah Kerajaan,Pagi dan Petang,Asrama Sekolah Harian,Ada,TUARAN,KIULU,"1,096",92,11
,SABAH,PPD TUARAN,XEE4374,SEKOLAH MENENGAH KEBANGSAAN BADIN,88788357,Beroperasi,Sekolah KPM,Menengah,SMK,A,Luar Bandar,Sekolah Kerajaan,Pagi dan Petang,Asrama Sekolah Harian,Ada,TUARAN,SULAMAN,"2,220",151,19
,SABAH,PPD TUARAN,XEE4401,SEKOLAH MENENGAH KEBANGSAAN TAMPARULI,88782345,Beroperasi,Sekolah KPM,Menengah,SMK,A,Luar Bandar,Sekolah Kerajaan,Pagi dan Petang,Asrama Sekolah Harian,Ada,TUARAN,TAMPARULI,"2,155",149,16
,SABAH,PPD TUARAN,XFE4353,SEKOLAH MENENGAH KEBANGSAAN ST JOHN,88788354,Beroperasi,Sekolah KPM,Menengah,SMK,B,Luar Bandar,Sekolah Bantuan Kerajaan,Pagi dan Petang,Tiada Asrama,Tiada,TUARAN,SULAMAN,732,49,5
,SABAH,PPD TUARAN,XFE4401,SEKOLAH MENENGAH KEBANGSAAN ST JAMES TENGHILAN,88981491,Beroperasi,Sekolah KPM,Menengah,SMK,B,Luar Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,TUARAN,TAMPARULI,313,26,3
,SARAWAK,PPD BARAM,YBA4301,SEKOLAH KEBANGSAAN LONG SAIT,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,MULU,43,12,4
,SARAWAK,PPD BARAM,YBA4303,SEKOLAH KEBANGSAAN LONG TERAN KANAN,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,MARUDI,49,15,8
,SARAWAK,PPD BARAM,YBA4304,SEKOLAH KEBANGSAAN LONG PELUTAN,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,TELANG USAN,44,14,7
,SARAWAK,PPD BARAM,YBA4306,SEKOLAH KEBANGSAAN LONG LUTENG,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,B,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,TELANG USAN,127,14,7
,SARAWAK,PPD BARAM,YBA4307,SEKOLAH KEBANGSAAN UMA BAWANG,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,BARAM,TELANG USAN,14,8,2
,SARAWAK,PPD BARAM,YBA4308,SEKOLAH KEBANGSAAN LONG LAPOK,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,B,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,BARAM,MARUDI,365,27,4
,SARAWAK,PPD BARAM,YBA4309,SEKOLAH KEBANGSAAN LONG KEVOK,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,TELANG USAN,102,14,7
,SARAWAK,PPD BARAM,YBA4310,SEKOLAH KEBANGSAAN BATU BUNGAN,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,MULU,94,14,7
,SARAWAK,PPD BARAM,YBA4311,SEKOLAH KEBANGSAAN LONG JEKITAN,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,MULU,97,11,5
,SARAWAK,PPD BARAM,YBB4301,SEKOLAH KEBANGSAAN PENGARAH ENTERI,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,MARUDI,80,17,8
,SARAWAK,PPD BARAM,YBB4303,SEKOLAH KEBANGSAAN LONG IKANG,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,BARAM,TELANG USAN,17,10,2
,SARAWAK,PPD BARAM,YBB4304,SEKOLAH KEBANGSAAN LUBOK NIBONG,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,MULU,30,14,7
,SARAWAK,PPD BARAM,YBB4305,SEKOLAH KEBANGSAAN POYUT,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,MULU,69,16,6
,SARAWAK,PPD BARAM,YBB4306,SEKOLAH KEBANGSAAN LONG TERU,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,MARUDI,15,9,6
,SARAWAK,PPD BARAM,YBB4307,SEKOLAH KEBANGSAAN LONG MOH,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,MULU,55,13,6
,SARAWAK,PPD BARAM,YBB4308,SEKOLAH KEBANGSAAN LONG ATON,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,TELANG USAN,93,16,8
,SARAWAK,PPD BARAM,YBB4309,SEKOLAH KEBANGSAAN LONG PANAI,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,BARAM,MULU,28,10,2
,SARAWAK,PPD BARAM,YBB4310,SEKOLAH KEBANGSAAN LONG LAPUT,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,TELANG USAN,52,14,9
,SARAWAK,PPD BARAM,YBB4311,SEKOLAH KEBANGSAAN LONG LELLANG,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,MULU,37,13,4
,SARAWAK,PPD BARAM,YBB4314,SEKOLAH KEBANGSAAN LONG ANAP,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,TELANG USAN,38,13,5
,SARAWAK,PPD BARAM,YBB4315,SEKOLAH KEBANGSAAN LIO MATO,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,MULU,31,11,6
,SARAWAK,PPD BARAM,YBB4316,SEKOLAH KEBANGSAAN LONG BEMANG,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,TELANG USAN,116,17,7
,SARAWAK,PPD BARAM,YBB4317,SEKOLAH KEBANGSAAN LONG JEGAN,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,MARUDI,100,16,7
,SARAWAK,PPD BARAM,YBB4319,SEKOLAH KEBANGSAAN LONG ATIP,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,BARAM,TELANG USAN,34,8,1
,SARAWAK,PPD BARAM,YBB4320,SEKOLAH KEBANGSAAN MOREK,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,TELANG USAN,46,15,8
,SARAWAK,PPD BARAM,YBB4322,SEKOLAH KEBANGSAAN UBONG IMANG,85771328,Beroperasi,Sekolah KPM,Rendah,SK,B,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,TELANG USAN,189,17,7
,SARAWAK,PPD BARAM,YBB4324,SEKOLAH KEBANGSAAN SUNGAI BAIN,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,BARAM,MARUDI,56,11,2
,SARAWAK,PPD BARAM,YBB4325,SEKOLAH KEBANGSAAN SG PEKING,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,MARUDI,49,14,7
,SARAWAK,PPD BARAM,YBB4326,SEKOLAH KEBANGSAAN LONG LOYANG,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,TELANG USAN,67,15,7
,SARAWAK,PPD BARAM,YBB4327,SEKOLAH KEBANGSAAN LONG LAMEI,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,MULU,50,14,4
,SARAWAK,PPD BARAM,YBB4328,SEKOLAH KEBANGSAAN LONG SERIDAN,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,MULU,43,14,6
,SARAWAK,PPD BARAM,YBB4329,SEKOLAH KEBANGSAAN LONG KESSEH,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,BARAM,TELANG USAN,13,8,1
,SARAWAK,PPD BARAM,YBB4330,SEKOLAH KEBANGSAAN LONG PILLAH,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,BARAM,TELANG USAN,50,14,2
,SARAWAK,PPD BARAM,YBB4331,SEKOLAH KEBANGSAAN BARIO,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,MULU,96,16,6
,SARAWAK,PPD BARAM,YBB4332,SEKOLAH KEBANGSAAN SG BONG,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,MARUDI,90,13,7
,SARAWAK,PPD BARAM,YBB4333,SEKOLAH KEBANGSAAN LONG MIRI,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,BARAM,TELANG USAN,53,13,2
,SARAWAK,PPD BARAM,YBB4334,SEKOLAH KEBANGSAAN LONG JEEH,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,TELANG USAN,8,8,4
,SARAWAK,PPD BARAM,YBB4335,SEKOLAH KEBANGSAAN LONG NAAH,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,BARAM,TELANG USAN,39,13,2
,SARAWAK,PPD BARAM,YBB4337,SEKOLAH KEBANGSAAN SG BRIT,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,BARAM,MULU,36,13,2
,SARAWAK,PPD BARAM,YBB4338,SEKOLAH KEBANGSAAN LONG BANGA,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,MULU,57,14,6
,SARAWAK,PPD BARAM,YBB4339,SEKOLAH KEBANGSAAN SUNGAI SEBATU,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,BARAM,MARUDI,11,7,1
,SARAWAK,PPD BARAM,YBB4340,SEKOLAH KEBANGSAAN SG ARANG,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,MARUDI,60,14,6
,SARAWAK,PPD BARAM,YBB4343,SEKOLAH KEBANGSAAN KUALA TUTOH,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,BARAM,MULU,16,10,2
,SARAWAK,PPD BARAM,YBB4344,SEKOLAH KEBANGSAAN SG SETAPANG,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,BARAM,MULU,37,9,2
,SARAWAK,PPD BARAM,YBB4347,SEKOLAH KEBANGSAAN PA ' DALLIH,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,MULU,13,9,4
,SARAWAK,PPD BARAM,YBB4348,SEKOLAH KEBANGSAAN LONG PALAI,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,TELANG USAN,13,7,4
,SARAWAK,PPD BARAM,YBB4349,SEKOLAH KEBANGSAAN PENGHULU BAYA MALLANG,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,BARAM,MULU,10,6,1
,SARAWAK,PPD BARAM,YBB4351,SEKOLAH KEBANGSAAN LONG APU,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,BARAM,TELANG USAN,17,9,1
,SARAWAK,PPD BARAM,YBB4352,SEKOLAH KEBANGSAAN LONG SOBENG,198380616,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,TELANG USAN,16,8,5
,SARAWAK,PPD BARAM,YBB4354,SEKOLAH KEBANGSAAN BENAWA,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,TELANG USAN,32,14,7
,SARAWAK,PPD BARAM,YBB4356,SEKOLAH KEBANGSAAN LONG TUNGAN,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,MULU,23,8,5
,SARAWAK,PPD BARAM,YBB4357,SEKOLAH KEBANGSAAN LONG MAKABAR,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,MULU,23,10,5
,SARAWAK,PPD BARAM,YBB4359,SEKOLAH KEBANGSAAN PENGELAYAN,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,MARUDI,46,10,6
,SARAWAK,PPD BARAM,YBB4360,SEKOLAH KEBANGSAAN LONG SEPILING,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,BARAM,MARUDI,10,7,1
,SARAWAK,PPD BARAM,YBB4361,SEKOLAH KEBANGSAAN RUMAH GUDANG,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,TELANG USAN,55,14,6
,SARAWAK,PPD BARAM,YBB4362,SEKOLAH KEBANGSAAN LONG WAT,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,BARAM,TELANG USAN,13,8,2
,SARAWAK,PPD BARAM,YBB4364,SEKOLAH KEBANGSAAN KUALA BOK,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,MARUDI,28,14,6
,SARAWAK,PPD BARAM,YBB4367,SEKOLAH KEBANGSAAN LONG LENEI,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,MULU,36,13,7
,SARAWAK,PPD BARAM,YBC4302,SEKOLAH JENIS KEBANGSAAN SUNGAI JAONG MARUDI,85755219,Beroperasi,Sekolah KPM,Rendah,SJK(C),B,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,MARUDI,155,16,8
,SARAWAK,PPD BARAM,YBE4301,SEKOLAH KEBANGSAAN DATO SHARIF HAMID,85752310,Beroperasi,Sekolah KPM,Rendah,SK,B,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BARAM,MARUDI,232,30,6
,SARAWAK,PPD BARAM,YCB4302,SEKOLAH KEBANGSAAN ST PIUS LONG SAN,TIADA,Beroperasi,Sekolah KPM,Rendah,SK,B,Luar Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Tiada,BARAM,TELANG USAN,170,22,11
,SARAWAK,PPD BARAM,YCB4303,SEKOLAH KEBANGSAAN GOOD SHEPHERD,85755735,Beroperasi,Sekolah KPM,Rendah,SK,B,Luar Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Tiada,BARAM,MARUDI,205,22,7
,SARAWAK,PPD BARAM,YCC4302,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA,85755843,Beroperasi,Sekolah KPM,Rendah,SJK(C),B,Luar Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BARAM,MARUDI,213,18,3
,SARAWAK,PPD BARAM,YCC4303,SEKOLAH JENIS KEBANGSAAN (CINA) KEE TEE,85771270,Beroperasi,Sekolah KPM,Rendah,SJK(C),C,Luar Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BARAM,TELANG USAN,115,14,2
,SARAWAK,PPD BARAM,YCC4305,SEKOLAH JENIS KEBANGSAAN (CINA) HUA NAM,TIADA,Beroperasi,Sekolah KPM,Rendah,SJK(C),C,Luar Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BARAM,MULU,41,11,0
,SARAWAK,PPD BARAM,YEA4301,SEKOLAH MENENGAH KEBANGSAAN TEMENGGONG DATUK LAWAI JAU,TIADA,Beroperasi,Sekolah KPM,Menengah,SMK,B,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,TELANG USAN,460,40,8
,SARAWAK,PPD BARAM,YEA4304,SEKOLAH MENENGAH KEBANGSAAN TUTOH APOH,TIADA,Beroperasi,Sekolah KPM,Menengah,SMK,B,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BARAM,MULU,133,23,7
,SARAWAK,PPD BARAM,YEA4305,SEKOLAH MENENGAH KEBANGSAAN TELANG USAN,85756157,Beroperasi,Sekolah KPM,Menengah,SMK,B,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,BARAM,MARUDI,428,38,9
